,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
3071,Kuwait,2011,27.3,0.00427,18100.0,16000.0,0.0,0.0,3.49,6.15,44.5
1126,Turkey,1985,2.15,0.243,696.0,659.0,0.021,0.0,0.0,0.362,0.0
2926,New Zealand,2009,8.05,0.374,10000.0,9400.0,0.482,0.0,0.0,1.62,0.0
630,Egypt,1978,0.952,0.0149,0.0,320.0,0.0187,0.0,0.0148,0.26,0.61
2367,Kazakhstan,2002,9.76,1.51,3890.0,3560.0,0.0513,0.0,0.53,0.529,3.16
1855,Uzbekistan,1995,4.53,0.0391,2080.0,1840.0,0.0232,0.0,1.64,0.293,0.333
7,Spain,1965,2.21,0.302,0.0,823.0,0.0527,0.0,0.0,0.442,0.0
3260,Venezuela,2013,6.14,0.00706,4370.0,3290.0,0.0,0.0,0.883,1.23,4.63
678,Australia,1979,14.2,1.88,0.0,5670.0,0.0909,0.0,0.575,2.2,1.61
2063,Mexico,1998,4.05,0.0612,1880.0,1670.0,0.0218,0.00821,0.295,0.88,1.81
294,Canada,1973,17.0,0.698,0.0,10200.0,0.74,0.058,2.74,3.64,4.48
2885,Chile,2009,3.91,0.237,3540.0,3310.0,0.128,0.0,0.0,1.08,0.0
276,Singapore,1972,10.3,0.00139,0.0,1370.0,0.0,0.0,0.0,3.8,0.0
1963,UK,1997,9.65,0.679,6010.0,5830.0,0.00615,0.145,1.33,1.4,2.19
3215,Hungary,2013,4.46,0.232,3080.0,3890.0,0.0,0.0,0.0,0.639,0.0
3078,North Macedonia,2011,4.49,0.713,3260.0,3910.0,0.0,0.0,0.0,0.469,0.0
1805,Finland,1995,11.4,1.15,12600.0,13600.0,0.218,0.324,0.0,1.97,0.0
1449,Poland,1990,9.94,2.07,3590.0,3270.0,0.0032,0.0,0.0626,0.417,0.0
1116,Poland,1985,12.0,2.69,3710.0,3260.0,0.00428,0.0,0.111,0.44,0.0
1098,Iceland,1985,6.72,0.291,15900.0,14800.0,1.32,0.0,0.0,2.16,0.0
1260,South Africa,1987,9.59,1.88,4440.0,3960.0,0.00403,0.0154,0.0,0.42,0.0
1894,Iraq,1996,3.34,0.0,1250.0,1320.0,0.00234,0.0,0.127,1.37,1.37
187,Iraq,1971,2.81,0.0,0.0,262.0,0.00166,0.0,0.0737,0.255,8.14
2245,Uzbekistan,2000,4.91,0.0286,1890.0,1780.0,0.0204,0.0,1.77,0.286,0.303
1022,Finland,1984,8.63,0.805,0.0,9810.0,0.233,0.333,0.0,2.18,0.0
963,Indonesia,1983,0.666,0.00161,0.0,65.8,0.00097,0.0,0.12,0.133,0.447
1916,Philippines,1996,0.859,0.0276,514.0,431.0,0.00853,0.0,0.0,0.246,0.0
1201,Bangladesh,1987,0.123,0.00122,58.4,37.5,0.00046,0.0,0.0307,0.0184,0.0
349,Vietnam,1973,0.538,0.0333,0.0,40.8,0.00075,0.0,0.0,0.112,0.0
3238,New Zealand,2013,7.82,0.34,9570.0,9090.0,0.0,0.0,0.0,1.59,0.0
2292,Sri Lanka,2001,0.547,0.0,360.0,291.0,0.0141,0.0,0.0,0.176,0.0
1106,Morocco,1985,0.793,0.0294,326.0,297.0,0.00187,0.0,0.0,0.207,0.0
2335,Belarus,2002,5.72,0.0692,2710.0,3000.0,0.00025,0.0,0.0,0.821,0.0
1967,Hungary,1997,6.0,0.398,3430.0,3190.0,0.0018,0.117,0.0,0.687,0.0
606,Turkey,1977,1.97,0.155,0.0,459.0,0.0178,0.0,0.0,0.388,0.0
3065,Iceland,2011,10.8,0.288,53200.0,52400.0,3.31,0.0,0.0,2.14,0.0
2613,Norway,2005,9.5,0.156,29800.0,25100.0,2.52,0.0,15.8,2.12,29.8
715,Luxembourg,1979,33.6,5.07,0.0,11000.0,0.0215,0.0,0.0,3.56,0.0
623,Colombia,1978,1.62,0.0893,0.0,585.0,0.0404,0.0,0.0762,0.281,0.276
1993,Peru,1997,1.08,0.0162,712.0,594.0,0.046,0.0,0.00791,0.309,0.248
1708,Belgium,1994,12.3,0.912,7110.0,7180.0,0.00296,0.347,0.0,2.78,0.0
2953,Australia,2010,18.4,2.36,11300.0,10700.0,0.0481,0.0,2.1,1.88,1.11
2308,Portugal,2001,6.36,0.307,4500.0,4120.0,0.116,0.0,0.0,1.54,0.0
1750,Morocco,1994,1.09,0.0507,431.0,428.0,0.00272,0.0,0.0,0.271,0.0
2518,Iraq,2004,4.32,0.0,1170.0,1140.0,0.00159,0.0,0.031,0.927,3.8
2845,Malaysia,2008,7.44,0.359,4180.0,3240.0,0.0233,0.0,2.18,1.08,1.23
756,Germany,1980,14.1,1.81,0.0,5800.0,0.0209,0.0611,0.203,1.88,0.0
3227,Kuwait,2013,26.8,0.0777,17300.0,14700.0,0.0,0.0,3.78,6.43,42.9
1269,Canada,1988,17.0,1.07,18900.0,16400.0,0.981,0.265,3.03,2.91,3.55
157,Argentina,1971,3.67,0.0364,0.0,876.0,0.00545,0.0,0.224,0.973,0.889
2745,"Hong Kong, China",2007,6.38,1.09,5690.0,5910.0,0.0,0.0,0.0,2.35,0.0
968,Iceland,1983,6.54,0.202,0.0,14600.0,1.32,0.0,0.0,2.14,0.0
734,Thailand,1979,0.789,0.00897,0.0,289.0,0.00604,0.0,0.0,0.239,0.0
2368,South Korea,2002,9.67,1.02,6920.0,6670.0,0.00599,0.221,0.0,2.19,0.0
2772,Pakistan,2007,0.929,0.0324,592.0,424.0,0.015,0.00161,0.173,0.114,0.0
1780,South Africa,1994,8.36,1.69,4480.0,3810.0,0.00228,0.0206,0.0,0.463,0.0
2427,Spain,2003,7.91,0.473,6120.0,5680.0,0.084,0.127,0.0,1.78,0.0
2048,Ireland,1998,11.0,0.774,5740.0,5200.0,0.0213,0.0,0.0,2.0,0.0
3213,"Hong Kong, China",2013,6.26,1.1,5520.0,5940.0,0.0,0.0,0.0,2.48,0.0
1131,UAE,1986,32.5,0.0,8860.0,8110.0,0.0,0.0,8.82,7.42,44.7
1549,Australia,1992,16.4,2.25,9270.0,8560.0,0.0753,0.0,1.15,1.86,1.62
603,Sweden,1977,10.4,0.179,0.0,9830.0,0.558,0.208,0.0,3.31,0.0
229,Canada,1972,17.3,0.688,0.0,9800.0,0.699,0.0278,2.6,3.51,3.93
56,Switzerland,1967,5.45,0.149,0.0,3750.0,0.427,0.0,0.0,1.55,0.0
1223,Indonesia,1987,0.722,0.0132,121.0,104.0,0.00219,0.0,0.183,0.144,0.407
35,France,1966,7.07,0.779,0.0,2120.0,0.0911,0.00281,0.0,1.17,0.0
458,Malaysia,1975,1.6,0.00074,0.0,450.0,0.00702,0.0,0.0206,0.356,0.385
2776,Portugal,2007,5.9,0.272,4470.0,4890.0,0.0818,0.0,0.0,1.37,0.0
1250,Saudi Arabia,1987,13.2,0.0,4500.0,3750.0,0.0,0.0,1.52,3.38,14.8
1440,North Macedonia,1990,7.16,0.666,2880.0,2600.0,0.0221,0.0,0.0,0.54,0.0
142,Hungary,1970,6.75,0.891,0.0,1590.0,0.00073,0.0,0.0,0.572,0.0
2358,Indonesia,2002,1.42,0.0793,498.0,412.0,0.0039,0.0,0.299,0.265,0.291
2014,South Africa,1997,8.98,1.72,4890.0,4570.0,0.0042,0.0254,0.0,0.489,0.0
1700,Venezuela,1993,5.9,0.00135,3300.0,2680.0,0.193,0.0,1.06,0.999,6.48
357,Bulgaria,1974,8.18,0.929,0.0,2840.0,0.0206,0.00919,0.0,1.3,0.0
2591,Hungary,2005,6.0,0.303,3550.0,3770.0,0.00172,0.118,0.0,0.729,0.0
152,Portugal,1970,1.76,0.054,0.0,764.0,0.0575,0.0,0.0,0.522,0.0
981,New Zealand,1983,5.6,0.394,0.0,7300.0,0.54,0.0,0.0,1.16,0.0
2084,Turkmenistan,1998,7.26,0.0,2130.0,1550.0,0.00012,0.0,2.34,0.868,1.44
1773,Trinidad and Tobago,1994,13.9,0.0,3260.0,2770.0,0.0,0.0,4.73,0.895,5.41
2177,Bangladesh,2000,0.208,0.00258,124.0,103.0,0.00063,0.0,0.061,0.026,0.0
830,Greece,1981,5.16,0.403,0.0,2260.0,0.0301,0.0,0.0,1.23,0.0
1733,Hungary,1994,5.98,0.427,3240.0,3030.0,0.00134,0.117,0.0,0.785,0.0
253,Iceland,1972,7.07,0.00325,0.0,7650.0,0.707,0.0,0.0,2.72,0.0
3270,Bulgaria,2014,6.23,0.876,6550.0,4710.0,0.0,0.0,0.0,0.559,0.0
267,Oman,1972,2.69,0.0,0.0,32.5,0.0,0.0,0.0,1.97,18.0
2828,Ireland,2008,10.7,0.517,6850.0,6340.0,0.0191,0.0,0.0,2.03,0.0
1072,Bulgaria,1985,9.94,1.12,4640.0,4680.0,0.0215,0.126,0.0,1.15,0.0
1009,Canada,1984,16.7,1.1,0.0,14300.0,0.963,0.176,2.52,2.8,3.29
1114,Peru,1985,0.984,0.00607,613.0,542.0,0.0415,0.0,0.0231,0.296,0.5
1408,Germany,1990,13.3,1.66,6960.0,6640.0,0.0189,0.166,0.163,1.61,0.0
159,Austria,1971,6.9,0.583,0.0,3210.0,0.186,0.0,0.0,1.35,0.0
2765,Mexico,2007,4.4,0.104,2410.0,2060.0,0.0215,0.0082,0.369,0.849,1.58
2769,Norway,2007,9.81,0.144,29100.0,24900.0,2.43,0.0,16.3,2.11,25.0
1710,Bulgaria,1994,6.61,0.903,4500.0,3830.0,0.0149,0.156,0.0,0.716,0.0
2404,South Africa,2002,7.73,1.54,4780.0,4390.0,0.00445,0.0224,0.0,0.499,0.0
11,Greece,1965,2.01,0.249,0.0,475.0,0.00805,0.0,0.0,0.525,0.0
1195,South Africa,1986,9.88,1.89,4430.0,4040.0,0.00414,0.0224,0.0,0.407,0.0
3250,Slovak Republic,2013,6.57,0.631,5270.0,5200.0,0.0,0.0,0.0,0.643,0.0
3028,South Africa,2010,9.16,1.81,5070.0,4490.0,0.00367,0.0208,0.0,0.499,0.0
2377,Malaysia,2002,5.64,0.15,3340.0,2830.0,0.0186,0.0,1.8,1.08,1.41
668,Sweden,1978,9.61,0.183,0.0,10100.0,0.6,0.247,0.0,4.0,0.0
1797,Czech Republic,1995,12.7,2.26,5870.0,5470.0,0.0167,0.102,0.0,0.771,0.0
2841,Latvia,2008,3.78,0.0489,2430.0,3210.0,0.118,0.0,0.0,0.772,0.0
370,Egypt,1974,0.692,0.0128,0.0,216.0,0.0134,0.0,0.00132,0.197,0.198
98,New Zealand,1968,4.93,0.502,0.0,3880.0,0.329,0.0,0.0,1.19,0.0
2815,Ecuador,2008,2.29,0.0,1280.0,1080.0,0.0691,0.0,0.0,0.601,1.87
2205,Iran,2000,5.63,0.0199,1820.0,1550.0,0.0048,0.0,0.738,1.03,2.92
2261,Chile,2001,3.39,0.162,2830.0,2630.0,0.116,0.0,0.0,0.723,0.0
273,Qatar,1972,82.6,0.0,0.0,2670.0,0.0,0.0,7.52,0.812,184.0
218,Venezuela,1971,5.33,0.0121,0.0,1050.0,0.042,0.0,0.607,0.92,16.2
2158,Slovak Republic,1999,8.0,0.844,5260.0,5030.0,0.0712,0.209,0.0,0.636,0.0
2356,Croatia,2002,4.99,0.133,2910.0,3190.0,0.103,0.0,0.0,0.964,0.0
2986,Iraq,2010,3.73,0.0,1400.0,1180.0,0.0129,0.0,0.206,0.917,4.06
356,Bangladesh,1974,0.0677,0.00157,0.0,16.1,0.0003,0.0,0.00836,0.0143,0.0
2238,Sweden,2000,6.16,0.289,16400.0,15700.0,0.763,0.556,0.0,1.8,0.0
2615,Oman,2005,11.7,0.00012,5040.0,3920.0,0.0,0.0,7.14,1.73,15.1
681,Bangladesh,1979,0.0854,0.0012,0.0,20.3,0.00064,0.0,0.0139,0.0186,0.0
1380,Saudi Arabia,1989,13.0,0.0,4830.0,3940.0,0.0,0.0,1.55,3.07,17.3
2837,Kuwait,2008,31.0,0.00025,19500.0,17100.0,0.0,0.0,3.91,7.16,51.3
1379,Romania,1989,9.11,0.746,3230.0,3410.0,0.0507,0.0,1.0,0.733,0.41
1332,Bulgaria,1989,9.72,1.11,4980.0,4960.0,0.0261,0.141,0.0,1.22,0.0
415,South Africa,1974,7.2,1.34,0.0,2570.0,0.00389,0.0,0.0,0.448,0.0
871,UAE,1982,31.6,0.0,0.0,7100.0,0.0,0.0,6.84,5.3,55.3
1643,Denmark,1993,11.7,1.39,6540.0,6310.0,0.00046,0.0,0.778,1.83,1.58
2737,Ecuador,2007,2.21,0.0,1210.0,956.0,0.0561,0.0,0.0,0.593,1.92
1338,Colombia,1989,1.63,0.108,1140.0,866.0,0.0704,0.0,0.0983,0.283,0.658
827,Finland,1981,10.7,0.59,0.0,8490.0,0.244,0.263,0.0,2.55,0.0
716,Morocco,1979,0.817,0.0213,0.0,227.0,0.00713,0.0,0.0,0.217,0.0
1477,Belarus,1991,9.56,0.199,3810.0,4430.0,0.00015,0.0,0.0,2.37,0.0
1075,Switzerland,1985,6.19,0.0782,8750.0,6850.0,0.427,0.3,0.0,1.87,0.0
3232,Morocco,2013,1.74,0.089,834.0,879.0,0.0,0.0,0.0,0.397,0.0
2310,Romania,2001,4.57,0.346,2450.0,2070.0,0.0581,0.0212,0.49,0.482,0.284
3056,Greece,2011,8.74,0.729,5490.0,5390.0,0.0289,0.0,0.0,1.62,0.0
948,Colombia,1983,1.72,0.099,0.0,680.0,0.0457,0.0,0.107,0.276,0.286
2963,Chile,2010,4.18,0.263,3590.0,3320.0,0.109,0.0,0.0,0.939,0.0
1872,China,1996,2.73,0.556,864.0,821.0,0.0132,0.00101,0.0139,0.14,0.127
2913,Kazakhstan,2009,13.0,1.93,4910.0,4450.0,0.0373,0.0,1.02,0.581,4.77
1095,Ireland,1985,7.62,0.71,3440.0,3110.0,0.0203,0.0,0.0,1.12,0.0
1856,Venezuela,1995,6.06,0.00023,3350.0,2630.0,0.201,0.0,1.2,1.03,7.08
512,Iraq,1976,4.04,0.0,0.0,415.0,0.00324,0.0,0.122,0.318,9.9
2752,Iraq,2007,2.2,0.0,1160.0,762.0,0.017,0.0,0.14,0.81,3.77
3164,Philippines,2012,0.91,0.0832,750.0,659.0,0.0,0.0,0.0,0.144,0.0
1471,Australia,1991,16.3,2.27,9190.0,8520.0,0.0785,0.0,1.08,1.88,1.66
427,China,1975,1.23,0.247,0.0,199.0,0.00423,0.0,0.00828,0.0737,0.0832
1703,UAE,1994,31.7,0.0,10300.0,9270.0,0.0,0.0,9.43,9.09,50.3
579,Israel,1977,5.7,0.0,0.0,2830.0,0.0,0.0,0.0,1.84,0.0
2699,Qatar,2006,61.8,0.0,15000.0,15600.0,0.0,0.0,44.1,4.54,55.4
2283,Iran,2001,5.95,0.0192,1920.0,1640.0,0.00656,0.0,0.81,1.03,2.86
3183,Vietnam,2012,1.51,0.179,1280.0,1210.0,0.0,0.0,0.0864,0.19,0.189
796,Singapore,1980,13.0,0.00123,0.0,2720.0,0.0,0.0,0.0,3.97,0.0
156,UAE,1971,76.3,0.0,0.0,549.0,0.0,0.0,4.44,0.49,185.0
81,Canada,1968,14.7,0.79,0.0,8030.0,0.559,0.00377,0.0,3.12,2.76
2437,India,2003,0.983,0.163,574.0,428.0,0.00586,0.00138,0.022,0.106,0.0318
437,Finland,1975,9.76,0.488,0.0,5950.0,0.222,0.0,0.0,2.53,0.0
1193,Venezuela,1986,6.15,0.0112,2820.0,2320.0,0.122,0.0,1.02,1.2,5.57
307,Finland,1973,10.6,0.534,0.0,6050.0,0.194,0.0,0.0,2.84,0.0
691,Germany,1979,14.3,1.76,0.0,5790.0,0.0202,0.0571,0.223,2.08,0.0
1171,Morocco,1986,0.821,0.0391,338.0,309.0,0.00242,0.0,0.0,0.199,0.0
2323,Uzbekistan,2001,4.9,0.0307,1910.0,1770.0,0.0205,0.0,1.76,0.271,0.286
2509,UK,2004,9.58,0.612,6580.0,6140.0,0.00695,0.115,1.45,1.35,1.59
3267,Azerbaijan,2014,3.88,0.00019,2600.0,2200.0,0.0,0.0,1.66,0.468,4.47
2665,UK,2006,9.33,0.673,6530.0,6200.0,0.00652,0.107,1.18,1.37,1.26
2195,Finland,2000,11.0,0.967,13600.0,15300.0,0.244,0.374,0.0,2.11,0.0
2740,Estonia,2007,14.9,2.63,9070.0,6280.0,0.00135,0.0,0.0,1.16,0.0
2807,Chile,2008,4.24,0.262,3570.0,3350.0,0.124,0.0,0.0,1.11,0.0
3315,Norway,2014,8.74,0.165,27600.0,23000.0,0.0,0.0,18.1,1.85,16.5
64,Hungary,1967,5.74,0.886,0.0,1310.0,0.00069,0.0,0.0,0.427,0.0
2376,North Macedonia,2002,5.34,0.627,2970.0,2790.0,0.0322,0.0,0.0,0.437,0.0
1289,India,1988,0.627,0.111,288.0,241.0,0.00594,0.0006,0.00837,0.0615,0.0386
182,Hungary,1971,6.66,0.86,0.0,1710.0,0.0008,0.0,0.0,0.642,0.0
1083,Algeria,1985,3.24,0.0384,547.0,473.0,0.00251,0.0,1.43,0.355,2.1
450,Italy,1975,6.18,0.178,0.0,2480.0,0.064,0.00593,0.217,1.71,0.0223
1600,New Zealand,1992,8.03,0.359,9390.0,8640.0,0.518,0.0,0.0,1.27,0.0
1187,Slovak Republic,1986,11.5,1.51,4650.0,4940.0,0.0278,0.195,0.0,1.15,0.0
1987,Malaysia,1997,5.74,0.0752,2780.0,2510.0,0.0153,0.0,1.65,1.11,1.55
847,Mexico,1981,4.09,0.0296,0.0,929.0,0.0301,0.0,0.335,0.789,1.84
2651,Chile,2006,3.91,0.21,3350.0,3230.0,0.152,0.0,0.0,0.852,0.0
2977,UK,2010,8.07,0.487,6020.0,5700.0,0.005,0.0861,0.785,1.17,0.992
1818,Israel,1995,9.47,0.783,5770.0,5130.0,0.0004,0.0,0.0,2.35,0.0
1609,Russia,1992,13.2,1.06,6800.0,6110.0,0.0992,0.0691,3.43,1.58,2.69
1957,Ecuador,1997,1.52,0.0,867.0,653.0,0.0477,0.0,0.0,0.687,1.76
1059,Thailand,1984,0.892,0.0155,0.0,392.0,0.00683,0.0,0.0411,0.228,0.0208
774,Israel,1980,5.67,0.00027,0.0,3020.0,0.0,0.0,0.0,2.16,0.0
385,Italy,1974,6.52,0.178,0.0,2540.0,0.0593,0.00535,0.229,1.83,0.0201
250,Ireland,1972,7.38,0.64,0.0,2020.0,0.0193,0.0,0.0,1.67,0.0
254,Israel,1972,5.64,0.0,0.0,2500.0,0.0,0.0,0.0,1.74,0.0
284,Vietnam,1972,0.506,0.0237,0.0,39.1,0.00077,0.0,0.0,0.117,0.0
3288,France,2014,5.23,0.135,8790.0,6940.0,0.0,0.0,0.0,1.14,0.0
2823,"Hong Kong, China",2008,6.22,0.996,5520.0,5880.0,0.0,0.0,0.0,2.11,0.0
2884,Switzerland,2009,5.65,0.0192,8850.0,8020.0,0.403,0.312,0.0,1.59,0.0
1011,Chile,1984,1.82,0.097,0.0,961.0,0.072,0.0,0.0,0.39,0.0
2082,Sweden,1998,6.62,0.299,17900.0,15500.0,0.729,0.715,0.0,2.19,0.0
2652,China,2006,4.77,1.09,2140.0,2040.0,0.0285,0.00359,0.0379,0.263,0.138
209,Romania,1971,6.05,0.364,0.0,1630.0,0.0189,0.0,0.961,0.523,0.678
2734,Germany,2007,10.5,1.07,7880.0,7230.0,0.0218,0.146,0.158,1.34,0.0
3299,Iceland,2014,10.5,0.273,55200.0,53800.0,0.0,0.0,0.0,2.3,0.0
2836,South Korea,2008,10.3,1.34,9000.0,8770.0,0.00553,0.272,0.0,2.1,0.0
2576,Cyprus,2005,7.79,0.0428,4260.0,4060.0,0.0,0.0,0.0,2.87,0.0
840,Italy,1981,6.65,0.228,0.0,3100.0,0.0656,0.00413,0.204,1.69,0.0263
3332,Turkmenistan,2014,12.5,0.0,3680.0,2590.0,0.0,0.0,9.99,1.18,2.35
2196,France,2000,7.06,0.24,9150.0,7220.0,0.0978,0.605,0.0,1.6,0.0
1903,Lithuania,1996,4.35,0.0626,4660.0,2740.0,0.00778,0.333,0.0,0.914,0.0
2448,Sri Lanka,2003,0.57,0.00311,423.0,326.0,0.0146,0.0,0.0,0.181,0.0
1017,Denmark,1984,9.95,1.17,0.0,4980.0,0.0005,0.0,0.0406,2.02,0.449
2421,Czech Republic,2003,12.5,2.03,8130.0,6070.0,0.0117,0.218,0.0,0.843,0.0
1887,"Hong Kong, China",1996,4.68,0.673,4600.0,4920.0,0.0,0.0,0.0,1.52,0.0
2930,Philippines,2009,0.828,0.0656,670.0,586.0,0.00918,0.0,0.0,0.148,0.0
2975,Finland,2010,12.0,1.26,15100.0,16500.0,0.207,0.365,0.0,1.94,0.0
710,Italy,1979,6.86,0.19,0.0,3040.0,0.0705,0.00403,0.196,1.84,0.0306
2664,France,2006,6.77,0.202,9350.0,7540.0,0.0787,0.631,0.0,1.5,0.0
1227,Iraq,1987,3.21,0.0,1380.0,1290.0,0.0138,0.0,0.188,0.75,7.21
899,India,1982,0.475,0.0862,0.0,159.0,0.00568,0.00024,0.00305,0.0483,0.0272
1791,Canada,1995,17.0,0.903,19100.0,16500.0,0.986,0.287,4.5,2.78,3.84
951,Germany,1983,13.0,1.87,0.0,5970.0,0.0207,0.0863,0.203,1.58,0.0
278,Sweden,1972,10.4,0.181,0.0,8130.0,0.569,0.0155,0.0,3.44,0.0
1143,Colombia,1986,1.6,0.0986,1040.0,826.0,0.0596,0.0,0.102,0.264,0.525
2542,Portugal,2004,6.43,0.317,4310.0,4530.0,0.0808,0.0,0.0,1.49,0.0
628,Algeria,1978,3.45,0.00171,0.0,286.0,0.00122,0.0,0.546,0.25,3.15
1570,Estonia,1992,16.1,2.86,7780.0,4930.0,6e-05,0.0,0.0,1.1,0.0
306,Spain,1973,4.42,0.282,0.0,1870.0,0.0711,0.0161,0.0,1.12,0.0
29,Canada,1966,13.0,0.76,0.0,7360.0,0.561,0.00074,0.0,2.84,2.41
2098,Belgium,1999,12.2,0.672,8240.0,7940.0,0.00289,0.415,0.0,2.96,0.0
0,Australia,1965,10.7,1.54,0.0,2630.0,0.0628,0.0,0.0,1.34,0.0306
2809,Colombia,2008,1.52,0.1,1390.0,998.0,0.0887,0.0,0.169,0.261,0.701
2852,Philippines,2008,0.851,0.0699,669.0,582.0,0.00939,0.0,0.0,0.145,0.0
1599,Norway,1992,8.1,0.169,27400.0,23800.0,2.34,0.0,5.14,1.94,24.9
946,Chile,1983,1.74,0.073,0.0,901.0,0.0706,0.0,0.0,0.395,0.0
2146,New Zealand,1999,8.25,0.306,9900.0,9140.0,0.516,0.0,0.0,1.6,0.0
1358,Iceland,1989,7.51,0.27,17700.0,16400.0,1.45,0.0,0.0,2.53,0.0
3297,Iran,2014,8.29,0.0211,3530.0,2930.0,0.0,0.0,1.95,1.13,2.25
1577,Hungary,1992,6.03,0.499,3060.0,3120.0,0.00131,0.116,0.0,0.781,0.0
1041,Morocco,1984,0.809,0.0228,0.0,285.0,0.00145,0.0,0.0,0.213,0.0
245,Greece,1972,3.59,0.454,0.0,1360.0,0.026,0.0,0.0,0.979,0.0
718,Malaysia,1979,2.03,0.00253,0.0,646.0,0.00696,0.0,0.188,0.535,1.0
1906,Morocco,1996,1.11,0.0763,458.0,440.0,0.00616,0.0,0.0,0.234,0.0
61,France,1967,7.51,0.762,0.0,2210.0,0.0786,0.00506,0.0,1.33,0.0
2217,Latvia,2000,2.97,0.0552,1730.0,2080.0,0.102,0.0,0.0,0.531,0.0
1581,Iran,1992,3.86,0.0152,1140.0,1050.0,0.0144,0.0,0.452,0.946,2.99
2049,Iran,1998,4.79,0.0202,1600.0,1390.0,0.00959,0.0,0.598,1.02,2.98
772,Iraq,1980,3.32,0.0,0.0,792.0,0.00432,0.0,0.0766,0.495,9.6
1756,New Zealand,1994,7.7,0.323,9620.0,8930.0,0.613,0.0,0.0,1.42,0.0
1364,Sri Lanka,1989,0.202,3e-05,167.0,138.0,0.0141,0.0,0.0,0.0699,0.0
2912,Japan,2009,9.05,0.794,8670.0,8020.0,0.0522,0.19,0.0,1.56,0.0
1386,Turkey,1989,2.6,0.285,982.0,870.0,0.029,0.0,0.0,0.408,0.0
1531,Russia,1991,16.2,1.13,7220.0,6550.0,0.0969,0.0694,3.44,1.66,3.12
2951,UAE,2010,18.3,0.077,11000.0,10700.0,0.0,0.0,5.03,3.66,15.8
296,Chile,1973,2.69,0.108,0.0,755.0,0.0476,0.0,0.0,0.511,0.0
573,Indonesia,1977,0.601,0.00073,0.0,21.6,0.00068,0.0,0.036,0.1,0.619
535,Saudi Arabia,1976,13.0,0.0,0.0,682.0,0.0,0.0,0.306,2.88,56.0
1929,Trinidad and Tobago,1996,16.3,0.0,3610.0,3110.0,0.0,0.0,5.7,1.19,5.31
2781,Singapore,2007,4.35,0.00177,8980.0,8710.0,0.0,0.0,0.0,10.5,0.0
663,Qatar,1978,54.8,0.0,0.0,4980.0,0.0,0.0,6.86,2.07,126.0
372,Finland,1974,9.93,0.541,0.0,6140.0,0.232,0.0,0.0,2.46,0.0
3108,Argentina,2012,4.6,0.0282,3260.0,3000.0,0.0,0.0,0.756,0.684,0.739
928,Sweden,1982,7.48,0.196,0.0,11400.0,0.569,0.403,0.0,3.16,0.0
562,Denmark,1977,12.1,0.643,0.0,4000.0,0.00037,0.0,0.0,3.28,0.0956
634,UK,1978,10.8,1.27,0.0,4730.0,0.0061,0.0569,0.58,1.68,0.961
3122,Cyprus,2012,6.36,0.00021,4160.0,3960.0,0.0,0.0,0.0,2.29,0.0
3163,Peru,2012,1.84,0.0296,1390.0,1230.0,0.0,0.0,0.348,0.317,0.233
2121,"Hong Kong, China",1999,6.53,0.572,4520.0,5270.0,0.0,0.0,0.0,1.45,0.0
2931,Poland,2009,8.23,1.35,3960.0,3590.0,0.00534,0.0,0.0959,0.661,0.0
1178,Pakistan,1986,0.516,0.0158,340.0,203.0,0.012,0.00037,0.0713,0.0849,0.0
1768,Slovak Republic,1994,8.18,1.02,4790.0,4580.0,0.0699,0.202,0.0,0.624,0.0
1486,Germany,1991,12.8,1.45,6800.0,6560.0,0.0161,0.159,0.167,1.67,0.0
1119,Romania,1985,8.41,0.647,3110.0,3130.0,0.0481,0.0,1.21,0.651,0.488
2181,Canada,2000,18.7,1.0,19700.0,17000.0,1.0,0.204,4.96,2.95,4.33
1055,Saudi Arabia,1984,12.5,0.0,0.0,3080.0,0.0,0.0,1.2,3.7,17.6
131,Austria,1970,6.74,0.639,0.0,3020.0,0.239,0.0,0.0,1.21,0.0
2770,New Zealand,2007,8.65,0.401,10300.0,9640.0,0.48,0.0,0.0,1.71,0.0
2632,Turkey,2005,3.89,0.326,2390.0,1990.0,0.0499,0.0,0.0,0.452,0.0
66,Iceland,1967,7.32,0.0187,0.0,2920.0,0.292,0.0,0.0,2.48,0.0
2832,Israel,2008,9.69,1.13,7950.0,7130.0,0.00019,0.0,0.0,1.71,0.0
2168,Venezuela,1999,7.27,0.00154,3390.0,2580.0,0.218,0.0,1.1,1.0,6.7
2186,Cyprus,2000,7.56,0.0382,3570.0,3360.0,0.0,0.0,0.0,2.71,0.0
1485,Czech Republic,1991,14.4,2.63,5850.0,5260.0,0.00908,0.101,0.0,0.686,0.0
1005,Belgium,1984,10.6,1.09,0.0,5290.0,0.00307,0.242,0.0,1.96,0.0
1228,Iceland,1987,7.47,0.256,16800.0,15300.0,1.38,0.0,0.0,2.32,0.0
1493,Finland,1991,11.0,1.05,11600.0,12500.0,0.227,0.335,0.0,2.24,0.0
2285,Iceland,2001,10.1,0.363,28400.0,27000.0,1.99,0.0,0.0,2.64,0.0
1886,Greece,1996,8.23,0.725,3930.0,3830.0,0.0348,0.0,0.0,1.74,0.0
311,"Hong Kong, China",1973,2.3,0.00173,0.0,1420.0,0.0,0.0,0.0,1.2,0.0
